Symbol,BuyPrice,SellPrice
SOLBRL,355.60000000,355.70000000
SCBUSD,0.00000000,0.00000000
CHRBUSD,0.00000000,0.00000000
STMXBUSD,0.00000000,0.00000000
HNTBUSD,0.00000000,0.00000000
FTTBUSD,0.00000000,0.00000000
DOCKBUSD,0.00000000,0.00000000
ADABIDR,0.00,0.00
ERNBNB,0.00000000,0.00000000
ERNBUSD,0.00000000,0.00000000
ERNUSDT,1.96600000,1.96800000
KLAYBTC,0.00000598,0.00000600
KLAYBNB,0.00000000,0.00000000
KLAYBUSD,0.00000000,0.00000000
KLAYUSDT,0.25030000,0.25040000
RUNEEUR,5.53000000,5.53600000
MATICAUD,0.00000000,0.00000000
DOTRUB,0.00000000,0.00000000
UTKBUSD,0.00000000,0.00000000
IOTXBUSD,0.00000000,0.00000000
PHAUSDT,0.10980000,0.11000000
SOLRUB,0.00000000,0.00000000
RUNEAUD,0.00000000,0.00000000
BUSDUAH,0.00000000,0.00000000
BONDBTC,0.00009090,0.00009110
BONDBNB,0.00000000,0.00000000
BONDBUSD,0.00000000,0.00000000
BONDUSDT,3.79900000,3.80100000
MLNBTC,0.00040700,0.00040900
MLNBNB,0.00000000,0.00000000
MLNBUSD,0.00000000,0.00000000
MLNUSDT,17.04000000,17.05000000
GRTTRY,4.72000000,4.72400000
CAKEBRL,0.00000000,0.00000000
ICPRUB,0.00000000,0.00000000
DOTAUD,0.00000000,0.00000000
AAVEBRL,0.00000000,0.00000000
EOSAUD,0.00000000,0.00000000
DEXEUSDT,5.03200000,5.03300000
LTOBUSD,0.00000000,0.00000000
ADXBUSD,0.00000000,0.00000000
QUICKBTC,0.00000122,0.00000123
QUICKBNB,0.00000000,0.00000000
QUICKBUSD,0.00000000,0.00000000
C98USDT,0.22370000,0.22380000
C98BUSD,0.00000000,0.00000000
C98BNB,0.00000000,0.00000000
C98BTC,0.00000535,0.00000536
CLVBTC,0.00000126,0.00000127
CLVBNB,0.00000000,0.00000000
CLVBUSD,0.00000000,0.00000000
CLVUSDT,0.05277000,0.05285000
QNTBTC,0.00272100,0.00272200
QNTBNB,0.00000000,0.00000000
QNTBUSD,0.00000000,0.00000000
QNTUSDT,113.60000000,113.70000000
FLOWBTC,0.00001850,0.00001851
FLOWBNB,0.00308800,0.00309000
FLOWBUSD,0.00000000,0.00000000
FLOWUSDT,0.77300000,0.77400000
XECBUSD,0.00000000,0.00000000
AXSBRL,0.00000000,0.00000000
AXSAUD,0.00000000,0.00000000
TVKUSDT,0.00000000,0.00000000
MINABTC,0.00001934,0.00001937
MINABNB,0.00000000,0.00000000
MINABUSD,0.00000000,0.00000000
MINAUSDT,0.80900000,0.80910000
RAYBNB,0.00289400,0.00294300
RAYBUSD,0.00000000,0.00000000
RAYUSDT,0.72720000,0.72770000
FARMBTC,0.00083600,0.00084600
FARMBNB,0.00000000,0.00000000
FARMBUSD,0.00000000,0.00000000
FARMUSDT,34.98000000,35.09000000
ALPACABTC,0.00000456,0.00000457
ALPACABNB,0.00000000,0.00000000
ALPACABUSD,0.00000000,0.00000000
ALPACAUSDT,0.19070000,0.19090000
TLMTRY,0.45650000,0.45660000
QUICKUSDT,0.05131000,0.05139000
ORNBUSD,0.00000000,0.00000000
MBOXBTC,0.00000723,0.00000724
MBOXBNB,0.00120500,0.00121100
MBOXBUSD,0.00000000,0.00000000
MBOXUSDT,0.30180000,0.30210000
VGXBTC,0.00000000,0.00000000
VGXETH,0.00000000,0.00000000
FORUSDT,0.02020000,0.02024000
REQUSDT,0.08890000,0.08910000
GHSTUSDT,0.93300000,0.93600000
TRURUB,0.00000000,0.00000000
FISBRL,0.00000000,0.00000000
WAXPUSDT,0.06580000,0.06590000
WAXPBUSD,0.00000000,0.00000000
WAXPBNB,0.00000000,0.00000000
WAXPBTC,0.00000157,0.00000158
TRIBEBTC,0.00000000,0.00000000
TRIBEBNB,0.00000000,0.00000000
TRIBEBUSD,0.00000000,0.00000000
TRIBEUSDT,0.00000000,0.00000000
GNOUSDT,225.70000000,226.00000000
GNOBUSD,0.00000000,0.00000000
GNOBNB,0.00000000,0.00000000
GNOBTC,0.00000000,0.00000000
ARPATRY,1.47680000,1.47790000
PROMBTC,0.00011490,0.00011540
MTLBUSD,0.00000000,0.00000000
OGNBUSD,0.00000000,0.00000000
XECUSDT,0.00003431,0.00003432
C98BRL,0.00000000,0.00000000
SOLAUD,0.00000000,0.00000000
XRPBIDR,0.00,0.00
POLYBUSD,0.00000000,0.00000000
ELFUSDT,0.72520000,0.72620000
DYDXUSDT,2.85700000,2.85800000
DYDXBUSD,0.00000000,0.00000000
DYDXBNB,0.01140900,0.01144800
DYDXBTC,0.00006837,0.00006843
ELFBUSD,0.00000000,0.00000000
POLYUSDT,0.00000000,0.00000000
IDEXUSDT,0.05986000,0.05989000
VIDTUSDT,0.02484000,0.02487000
SOLBIDR,0.00,0.00
AXSBIDR,0.00,0.00
BTCUSDP,0.00000000,0.00000000
ETHUSDP,0.00000000,0.00000000
BNBUSDP,0.00000000,0.00000000
USDPBUSD,0.00000000,0.00000000
USDPUSDT,1.00020000,1.00030000
GALAUSDT,0.03120000,0.03121000
GALABUSD,0.03115000,0.03117000
GALABNB,0.00012459,0.00012477
GALABTC,0.00000074,0.00000075
FTMBIDR,0.00,0.00
ALGOBIDR,0.00,0.00
CAKEAUD,0.00000000,0.00000000
KSMAUD,0.00000000,0.00000000
WAVESRUB,0.00000000,0.00000000
SUNBUSD,0.00000000,0.00000000
ILVUSDT,101.59000000,101.66000000
ILVBUSD,0.00000000,0.00000000
ILVBNB,0.00000000,0.00000000
ILVBTC,0.00243000,0.00243400
RENBUSD,0.00000000,0.00000000
YGGUSDT,0.36330000,0.36350000
YGGBUSD,0.00000000,0.00000000
YGGBNB,0.00000000,0.00000000
YGGBTC,0.00000869,0.00000870
STXBUSD,0.00000000,0.00000000
SYSUSDT,0.13250000,0.13280000
DFUSDT,0.03946000,0.03954000
SOLUSDC,0.00000000,0.00000000
ARPARUB,0.00000000,0.00000000
LTCUAH,2995.00000000,3020.00000000
FETBUSD,0.00000000,0.00000000
ARPABUSD,0.00000000,0.00000000
LSKBUSD,0.00000000,0.00000000
AVAXBIDR,0.00,0.00
ALICEBIDR,0.00,0.00
FIDAUSDT,0.27790000,0.27810000
FIDABUSD,0.00000000,0.00000000
FIDABNB,0.00000000,0.00000000
FIDABTC,0.00000664,0.00000667
DENTBUSD,0.00000000,0.00000000
FRONTUSDT,0.34890000,0.34900000
CVPUSDT,0.35050000,0.35110000
AGLDBTC,0.00002276,0.00002278
AGLDBNB,0.00000000,0.00000000
AGLDBUSD,0.00000000,0.00000000
AGLDUSDT,0.95200000,0.95300000
RADBTC,0.00003890,0.00003900
RADBNB,0.00000000,0.00000000
RADBUSD,0.00000000,0.00000000
RADUSDT,1.62700000,1.62800000
UNIAUD,0.00000000,0.00000000
HIVEBUSD,0.00000000,0.00000000
STPTBUSD,0.00000000,0.00000000
BETABTC,0.00000158,0.00000159
BETABNB,0.00000000,0.00000000
BETABUSD,0.00000000,0.00000000
BETAUSDT,0.06605000,0.06606000
SHIBAUD,0.00000000,0.00000000
RAREBTC,0.00000302,0.00000304
RAREBNB,0.00000000,0.00000000
RAREBUSD,0.00000000,0.00000000
RAREUSDT,0.12660000,0.12670000
AVAXBRL,202.80000000,203.10000000
AVAXAUD,0.00000000,0.00000000
LUNAAUD,0.00000000,0.00000000
TROYBUSD,0.00000000,0.00000000
AXSETH,0.00324600,0.00325200
FTMETH,0.00017180,0.00017200
SOLETH,0.03208000,0.03209000
SSVBTC,0.00057750,0.00057820
SSVETH,0.01083400,0.01085100
LAZIOTRY,56.17000000,56.23000000
LAZIOEUR,1.78100000,1.78800000
LAZIOBTC,0.00004602,0.00004615
LAZIOUSDT,1.92400000,1.92500000
CHESSBTC,0.00000519,0.00000520
CHESSBNB,0.00000000,0.00000000
CHESSBUSD,0.00000000,0.00000000
CHESSUSDT,0.21640000,0.21670000
FTMAUD,0.00000000,0.00000000
FTMBRL,0.00000000,0.00000000
SCRTBUSD,0.00000000,0.00000000
ADXUSDT,0.17490000,0.17510000
AUCTIONUSDT,18.09000000,18.11000000
CELOBUSD,0.00000000,0.00000000
FTMRUB,0.00000000,0.00000000
NUAUD,0.00000000,0.00000000
NURUB,0.00000000,0.00000000
REEFTRY,0.06021000,0.06022000
REEFBIDR,0.00,0.00
SHIBDOGE,0.00010000,0.00010020
DARUSDT,0.12936000,0.12939000
DARBUSD,0.00000000,0.00000000
DARBNB,0.00051646,0.00051765
DARBTC,0.00000309,0.00000310
BNXBTC,0.00000700,0.00000701
BNXBNB,0.00000000,0.00000000
BNXBUSD,0.00000000,0.00000000
BNXUSDT,0.29300000,0.29310000
RGTUSDT,0.00000000,0.00000000
RGTBTC,0.00000000,0.00000000
RGTBUSD,0.00000000,0.00000000
RGTBNB,0.00000000,0.00000000
LAZIOBUSD,0.00000000,0.00000000
OXTBUSD,0.00000000,0.00000000
MANATRY,14.37000000,14.38000000
ALGORUB,0.00000000,0.00000000
SHIBUAH,0.00000000,0.00000000
LUNABIDR,0.00,0.00
AUDUSDC,0.00000000,0.00000000
MOVRBTC,0.00016450,0.00016520
MOVRBNB,0.00000000,0.00000000
MOVRBUSD,0.00000000,0.00000000
MOVRUSDT,6.88000000,6.88500000
CITYBTC,0.00006910,0.00006940
CITYBNB,0.00000000,0.00000000
CITYBUSD,0.00000000,0.00000000
CITYUSDT,2.88400000,2.88800000
ENSBTC,0.00021410,0.00021430
ENSBNB,0.03571000,0.03580000
ENSBUSD,0.00000000,0.00000000
ENSUSDT,8.95000000,8.96000000
SANDETH,0.00022840,0.00022860
DOTETH,0.00322500,0.00322700
MATICETH,0.00038880,0.00038900
ANKRBUSD,0.00000000,0.00000000
SANDTRY,14.85000000,14.86000000
MANABRL,0.00000000,0.00000000
KP3RUSDT,74.78000000,74.80000000
QIUSDT,0.02896000,0.02899000
QIBUSD,0.00000000,0.00000000
QIBNB,0.00000000,0.00000000
QIBTC,0.00000069,0.00000070
PORTOBTC,0.00004568,0.00004572
PORTOUSDT,1.90900000,1.91100000
PORTOTRY,55.68000000,55.72000000
PORTOEUR,1.76600000,1.77600000
POWRUSDT,0.38240000,0.38270000
POWRBUSD,0.00000000,0.00000000
AVAXETH,0.01830000,0.01831000
SLPTRY,0.08870000,0.08883000
FISTRY,0.00000000,0.00000000
LRCTRY,7.42000000,7.43000000
CHRETH,0.00007210,0.00007250
FISBIDR,0.00,0.00
VGXUSDT,0.13870000,0.13890000
GALAETH,0.00001401,0.00001403
JASMYUSDT,0.00583300,0.00583400
JASMYBUSD,0.00000000,0.00000000
JASMYBNB,0.00000000,0.00000000
JASMYBTC,0.00000000,0.00000000
AMPBTC,0.00000000,0.00000000
AMPBNB,0.00000000,0.00000000
AMPBUSD,0.00000000,0.00000000
AMPUSDT,0.00395200,0.00395300
PLABTC,0.00000508,0.00000512
PLABNB,0.00000000,0.00000000
PLABUSD,0.00000000,0.00000000
PLAUSDT,0.21240000,0.21280000
PYRBTC,0.00015970,0.00016020
PYRBUSD,0.00000000,0.00000000
PYRUSDT,6.68100000,6.68500000
RNDRBTC,0.00009600,0.00009620
RNDRUSDT,4.01500000,4.01600000
RNDRBUSD,0.00000000,0.00000000
ALCXBTC,0.00043870,0.00043990
ALCXBUSD,0.00000000,0.00000000
ALCXUSDT,18.38000000,18.39000000
SANTOSBTC,0.00007197,0.00007208
SANTOSUSDT,3.00900000,3.01200000
SANTOSBRL,0.00000000,0.00000000
SANTOSTRY,87.71000000,87.95000000
MCBTC,0.00000000,0.00000000
MCBUSD,0.00000000,0.00000000
MCUSDT,0.00000000,0.00000000
BELTRY,21.85000000,21.87000000
COCOSBUSD,0.00000000,0.00000000
DENTTRY,0.03101000,0.03104000
ENJTRY,9.55000000,9.56000000
NEORUB,0.00000000,0.00000000
SANDAUD,0.00000000,0.00000000
SLPBIDR,0.00,0.00
ANYBTC,0.00000000,0.00000000
ANYBUSD,0.00000000,0.00000000
ANYUSDT,0.00000000,0.00000000
BICOBTC,0.00000820,0.00000822
BICOBUSD,0.00000000,0.00000000
BICOUSDT,0.34270000,0.34300000
FLUXBTC,0.00001467,0.00001469
FLUXBUSD,0.00000000,0.00000000
FLUXUSDT,0.61270000,0.61340000
ALICETRY,36.57000000,36.66000000
FXSUSDT,8.78200000,8.78500000
GALABRL,0.15510000,0.15550000
GALATRY,0.91010000,0.91150000
LUNATRY,28.22000000,28.25000000
REQBUSD,0.00000000,0.00000000
SANDBRL,0.00000000,0.00000000
MANABIDR,0.00,0.00
SANDBIDR,0.00,0.00
VOXELBTC,0.00000509,0.00000510
VOXELBNB,0.00000000,0.00000000
VOXELBUSD,0.00000000,0.00000000
VOXELUSDT,0.21290000,0.21300000
COSBUSD,0.00000000,0.00000000
CTXCBUSD,0.00000000,0.00000000
FTMTRY,11.16200000,11.18200000
MANABNB,0.00000000,0.00000000
MINATRY,23.59000000,23.62000000
XTZTRY,26.27000000,26.34000000
HIGHBTC,0.00004364,0.00004373
HIGHBUSD,0.00000000,0.00000000
HIGHUSDT,1.82500000,1.82600000
CVXBTC,0.00009120,0.00009150
CVXBUSD,0.00000000,0.00000000
CVXUSDT,3.81500000,3.81900000
PEOPLEBTC,0.00000031,0.00000032
PEOPLEBUSD,0.00000000,0.00000000
PEOPLEUSDT,0.01325000,0.01326000
OOKIBUSD,0.00000000,0.00000000
OOKIUSDT,0.00218800,0.00219000
COCOSTRY,0.00000000,0.00000000
GXSBNB,0.00000000,0.00000000
LINKBNB,0.05968000,0.05977000
LUNAETH,0.00000000,0.00000000
MDTBUSD,0.00000000,0.00000000
NULSBUSD,0.00000000,0.00000000
SPELLBTC,0.00000000,0.00000000
SPELLUSDT,0.00059480,0.00059490
SPELLBUSD,0.00000000,0.00000000
USTBTC,0.00000000,0.00000000
USTBUSD,0.00000000,0.00000000
USTUSDT,0.00000000,0.00000000
JOEBTC,0.00001603,0.00001607
JOEBUSD,0.00000000,0.00000000
JOEUSDT,0.67010000,0.67030000
ATOMETH,0.00480900,0.00481000
DUSKBUSD,0.00000000,0.00000000
EGLDETH,0.02900000,0.02901000
ICPETH,0.00252200,0.00253100
LUNABRL,0.00000000,0.00000000
LUNAUST,0.00000000,0.00000000
NEARETH,0.00105500,0.00105600
ROSEBNB,0.00000000,0.00000000
VOXELETH,0.00000000,0.00000000
ALICEBNB,0.00000000,0.00000000
ATOMTRY,312.30000000,312.70000000
ETHUST,0.00000000,0.00000000
GALAAUD,0.00000000,0.00000000
LRCBNB,0.00000000,0.00000000
ONEETH,0.00000000,0.00000000
OOKIBNB,0.00000000,0.00000000
ACHBTC,0.00000048,0.00000049
ACHBUSD,0.00000000,0.00000000
ACHUSDT,0.02047000,0.02048000
IMXBTC,0.00004914,0.00004916
IMXBUSD,0.00000000,0.00000000
IMXUSDT,2.05480000,2.05520000
GLMRBTC,0.00000811,0.00000813
GLMRBUSD,0.00000000,0.00000000
GLMRUSDT,0.33930000,0.33940000
ATOMBIDR,0.00,0.00
DYDXETH,0.00000000,0.00000000
FARMETH,0.00000000,0.00000000
FORBNB,0.00000000,0.00000000
ICPTRY,163.80000000,164.30000000
JASMYETH,0.00000000,0.00000000
LINABNB,0.00000000,0.00000000
OOKIETH,0.00000000,0.00000000
ROSEETH,0.00003668,0.00003677
UMABUSD,0.00000000,0.00000000
UNIETH,0.00280100,0.00280400
XTZETH,0.00000000,0.00000000
LOKABTC,0.00000653,0.00000655
LOKABNB,0.00109020,0.00109430
LOKABUSD,0.00000000,0.00000000
LOKAUSDT,0.27350000,0.27360000
ATOMBRL,0.00000000,0.00000000
BNBUST,0.00000000,0.00000000
CRVETH,0.00029410,0.00029470
HIGHBNB,0.00728700,0.00731000
NEARRUB,0.00000000,0.00000000
ROSETRY,2.38600000,2.38900000
SCRTUSDT,0.43520000,0.43570000
API3BTC,0.00003978,0.00003982
API3BUSD,0.00000000,0.00000000
API3USDT,1.66300000,1.66400000
BTTCUSDT,0.00000138,0.00000139
BTTCUSDC,0.00000000,0.00000000
BTTCTRY,0.00004039,0.00004046
ACABTC,0.00000189,0.00000190
ACABUSD,0.00000000,0.00000000
ACAUSDT,0.07940000,0.07960000
ANCBTC,0.00000000,0.00000000
ANCBUSD,0.00000000,0.00000000
ANCUSDT,0.00000000,0.00000000
BDOTDOT,0.00000000,0.00000000
XNOBTC,0.00003060,0.00003086
XNOETH,0.00000000,0.00000000
XNOBUSD,0.00000000,0.00000000
XNOUSDT,1.28200000,1.28300000
COSTRY,0.23520000,0.23590000
KAVAETH,0.00035180,0.00035250
MCBNB,0.00000000,0.00000000
ONETRY,0.45710000,0.45720000
WOOBTC,0.00000665,0.00000666
WOOBNB,0.00111000,0.00111600
WOOBUSD,0.00000000,0.00000000
WOOUSDT,0.27810000,0.27830000
CELRETH,0.00000000,0.00000000
PEOPLEBNB,0.00000000,0.00000000
SLPBNB,0.00000000,0.00000000
SPELLBNB,0.00000000,0.00000000
SPELLTRY,0.01735000,0.01737000
TFUELBUSD,0.00000000,0.00000000
AXSTRY,211.20000000,211.40000000
DARTRY,3.77400000,3.78100000
NEARTRY,68.57000000,68.71000000
IDEXBNB,0.00000000,0.00000000
ALPINEEUR,1.76100000,1.77200000
ALPINETRY,55.63000000,55.80000000
ALPINEUSDT,1.90500000,1.90800000
ALPINEBTC,0.00004558,0.00004573
TUSDT,0.02507000,0.02508000
TBUSD,0.00000000,0.00000000
API3BNB,0.00000000,0.00000000
BETAETH,0.00002964,0.00002991
INJTRY,752.06000000,753.50000000
TLMBNB,0.00000000,0.00000000
ASTRBUSD,0.00000000,0.00000000
ASTRUSDT,0.07400000,0.07410000
API3TRY,48.46000000,48.62000000
GLMRBNB,0.00000000,0.00000000
MBOXTRY,8.81000000,8.82000000
NBTBIDR,0.00,0.00
NBTUSDT,0.00000000,0.00000000
GMTBTC,0.00000649,0.00000650
GMTBNB,0.00108200,0.00108600
GMTBUSD,0.00000000,0.00000000
GMTUSDT,0.27140000,0.27150000
ANCBNB,0.00000000,0.00000000
ATOMEUR,9.91600000,9.92300000
GALAEUR,0.02889000,0.02893000
KSMETH,0.00000000,0.00000000
UMATRY,64.08000000,64.20000000
KDABTC,0.00001671,0.00001674
KDABUSD,0.00000000,0.00000000
KDAUSDT,0.69900000,0.70000000
APEUSDT,1.66500000,1.66600000
APEBUSD,0.00000000,0.00000000
APEBTC,0.00003984,0.00003988
ALPINEBUSD,0.00000000,0.00000000
LUNAGBP,0.00000000,0.00000000
NEAREUR,2.17600000,2.18000000
TWTTRY,34.71000000,34.75000000
WAVESEUR,0.00000000,0.00000000
APEEUR,1.54200000,1.54500000
APEGBP,0.00000000,0.00000000
APETRY,48.59000000,48.60000000
BSWUSDT,0.09580000,0.09590000
BSWBUSD,0.00000000,0.00000000
BSWBNB,0.00038270,0.00038340
APEBNB,0.00664800,0.00666800
GMTBRL,0.00000000,0.00000000
GMTETH,0.00012180,0.00012200
JASMYTRY,0.17012600,0.17037000
SANTOSBUSD,0.00000000,0.00000000
APEAUD,0.00000000,0.00000000
BIFIUSDT,379.40000000,380.00000000
GMTEUR,0.25110000,0.25180000
IMXBNB,0.00000000,0.00000000
RUNEETH,0.00267870,0.00268080
AVAXGBP,0.00000000,0.00000000
MULTIBTC,0.00004523,0.00004535
MULTIBUSD,0.00000000,0.00000000
MULTIUSDT,1.89300000,1.89400000
APEETH,0.00074730,0.00074860
BSWETH,0.00000000,0.00000000
FILTRY,138.35000000,138.67000000
FTMEUR,0.35450000,0.35480000
GMTGBP,0.00000000,0.00000000
ZILTRY,0.67360000,0.67500000
GMTTRY,7.92000000,7.93000000
WAVESTRY,65.61000000,65.69000000
BTCUST,0.00000000,0.00000000
ASTRBTC,0.00000177,0.00000178
ASTRETH,0.00000000,0.00000000
BSWTRY,2.79400000,2.80400000
FTTETH,0.00000000,0.00000000
FUNBNB,0.00001970,0.00001980
PORTOBUSD,0.00000000,0.00000000
STEEMUSDT,0.25340000,0.25350000
ZILEUR,0.00000000,0.00000000
APEBRL,0.00000000,0.00000000
AUDIOTRY,6.18700000,6.20200000
BTTCBUSD,0.00000000,0.00000000
GMTAUD,0.00000000,0.00000000
MBLBUSD,0.00000000,0.00000000
MOBUSDT,0.57000000,0.57100000
MOBBUSD,0.00000000,0.00000000
MOBBTC,0.00001367,0.00001368
NEXOUSDT,0.84500000,0.84700000
NEXOBUSD,0.00000000,0.00000000
NEXOBTC,0.00002021,0.00002022
REIUSDT,0.03050000,0.03051000
REIBNB,0.00000000,0.00000000
REIETH,0.00000000,0.00000000
GALUSDT,1.56200000,1.56300000
GALBUSD,0.00000000,0.00000000
GALBNB,0.00000000,0.00000000
GALBTC,0.00003734,0.00003740
JASMYEUR,0.00000000,0.00000000
KNCBNB,0.00000000,0.00000000
SHIBGBP,0.00000000,0.00000000
GALEUR,0.00000000,0.00000000
GALTRY,45.55000000,45.65000000
LDOBUSD,0.00000000,0.00000000
LDOUSDT,2.29600000,2.29700000
LDOBTC,0.00005493,0.00005497
ENSTRY,261.10000000,261.80000000
DAREUR,0.11985000,0.11998000
DARETH,0.00000000,0.00000000
ALGOETH,0.00008990,0.00009010
ALGOTRY,5.85200000,5.85400000
GALETH,0.00000000,0.00000000
EPXUSDT,0.00022590,0.00022620
EPXBUSD,0.00000000,0.00000000
RUNETRY,0.00000000,0.00000000
GALBRL,0.00000000,0.00000000
STEEMBUSD,0.00000000,0.00000000
CVCBUSD,0.00000000,0.00000000
REIBUSD,0.00000000,0.00000000
DREPBUSD,0.00000000,0.00000000
AKROBUSD,0.00000000,0.00000000
PUNDIXBUSD,0.00000000,0.00000000
LUNCBUSD,0.00018139,0.00018160
USTCBUSD,0.00000000,0.00000000
OPBTC,0.00005608,0.00005609
OPBUSD,0.00000000,0.00000000
OPUSDT,2.34400000,2.34500000
OGBUSD,0.00000000,0.00000000
KEYBUSD,0.00000000,0.00000000
ASRBUSD,0.00000000,0.00000000
FIROBUSD,0.00000000,0.00000000
NKNBUSD,0.00000000,0.00000000
OPBNB,0.00935800,0.00936000
OPEUR,2.17000000,2.17300000
GTOBUSD,0.00000000,0.00000000
SNXETH,0.00209900,0.00210300
WBTCBUSD,41700.76000000,42244.92000000
BELETH,0.00000000,0.00000000
LITETH,0.00000000,0.00000000
LEVERUSDT,0.00136100,0.00136200
LEVERBUSD,0.00000000,0.00000000
BURGERETH,0.00000000,0.00000000
PEOPLEETH,0.00000000,0.00000000
UNFIETH,0.00000000,0.00000000
BONDETH,0.00000000,0.00000000
STORJTRY,19.78000000,19.80000000
OPETH,0.00105200,0.00105300
ETCTRY,595.00000000,596.10000000
WINGETH,0.00000000,0.00000000
FILETH,0.00212900,0.00213100
GLMBUSD,0.00000000,0.00000000
SSVBUSD,0.00000000,0.00000000
STGBTC,0.00001281,0.00001282
STGBUSD,0.00000000,0.00000000
STGUSDT,0.53560000,0.53580000
ANKRTRY,0.76530000,0.76610000
ARKBUSD,0.00000000,0.00000000
BETHBUSD,0.00000000,0.00000000
LOOMBUSD,0.00000000,0.00000000
SNMBUSD,0.00000000,0.00000000
AMBBUSD,0.00000000,0.00000000
LUNCUSDT,0.00018174,0.00018175
PHBBUSD,0.00000000,0.00000000
GASBUSD,0.00000000,0.00000000
NEBLBUSD,0.00000000,0.00000000
PROSBUSD,0.00000000,0.00000000
VIBBUSD,0.00000000,0.00000000
GMXBTC,0.00118200,0.00118400
GMXBUSD,0.00000000,0.00000000
GMXUSDT,49.42000000,49.44000000
AGIXBUSD,0.00000000,0.00000000
NEBLUSDT,0.00000000,0.00000000
SNTBUSD,0.00000000,0.00000000
POLYXBTC,0.00000463,0.00000464
POLYXBUSD,0.00000000,0.00000000
POLYXUSDT,0.19360000,0.19380000
APTBTC,0.00019466,0.00019482
APTUSDT,8.13680000,8.13840000
APTBUSD,0.00000000,0.00000000
BTCPLN,168708.00000000,168784.00000000
ETHPLN,8991.00000000,8992.00000000
BUSDPLN,0.00000000,0.00000000
APTEUR,7.53280000,7.55790000
APTTRY,237.50000000,237.60000000
APTBRL,0.00000000,0.00000000
QKCBUSD,0.00000000,0.00000000
OSMOBTC,0.00002365,0.00002370
OSMOUSDT,0.98910000,0.98920000
OSMOBUSD,0.00000000,0.00000000
HFTBTC,0.00000786,0.00000788
HFTBUSD,0.00000000,0.00000000
HFTUSDT,0.32890000,0.32920000
ARPAETH,0.00002272,0.00002280
PHBUSDT,0.81420000,0.81470000
VITEBUSD,0.00000000,0.00000000
HOOKBTC,0.00002873,0.00002877
HOOKUSDT,1.20090000,1.20120000
HOOKBUSD,0.00000000,0.00000000
HOOKBNB,0.00479670,0.00481150
MAGICBTC,0.00002254,0.00002256
MAGICBUSD,0.00000000,0.00000000
MAGICUSDT,0.94250000,0.94270000
BUSDRON,0.00000000,0.00000000
HIFIETH,0.00032510,0.00032540
HIFIUSDT,0.72410000,0.72430000
RPLBTC,0.00069200,0.00069800
RPLBUSD,0.00000000,0.00000000
RPLUSDT,28.95000000,28.99000000
PROSUSDT,0.35620000,0.35630000
FETTRY,16.26400000,16.27700000
GFTBUSD,0.00000000,0.00000000
AGIXUSDT,0.31060000,0.31074000
APTETH,0.00365100,0.00365700
BTCRON,193525.00000000,193755.00000000
GNSUSDT,3.95500000,3.95800000
GNSBTC,0.00009460,0.00009490
SYNBTC,0.00001054,0.00001058
SYNUSDT,0.44110000,0.44180000
VIBUSDT,0.06983000,0.06989000
SSVUSDT,24.15000000,24.16000000
LQTYUSDT,1.37600000,1.37700000
LQTYBTC,0.00003290,0.00003298
AMBUSDT,0.00855000,0.00856000
BETHUSDT,0.00000000,0.00000000
CFXTRY,5.20900000,5.21700000
STXTRY,28.53100000,28.61800000
USTCUSDT,0.04144276,0.04146126
GASUSDT,7.23700000,7.23800000
GLMUSDT,0.23840000,0.23870000
PROMUSDT,4.80100000,4.80900000
QKCUSDT,0.01099700,0.01100900
UFTUSDT,0.32760000,0.32820000
IDBTC,0.00000651,0.00000652
IDBNB,0.00108620,0.00109110
IDUSDT,0.27211000,0.27220000
ARBBTC,0.00002792,0.00002793
ARBUSDT,1.16700000,1.16710000
AGIXTRY,9.06000000,9.07100000
LOOMUSDT,0.11349000,0.11353000
OAXUSDT,0.17780000,0.17800000
ARBTUSD,1.16810000,1.16850000
ARBTRY,34.05000000,34.07000000
ARBEUR,1.08060000,1.08200000
IDTUSD,0.27236000,0.27298000
IDTRY,7.93600000,7.94900000
IDEUR,0.00000000,0.00000000
LDOTUSD,2.29900000,2.30000000
MATICTUSD,0.86700000,0.86750000
OPTUSD,2.34700000,2.34800000
SOLTUSD,71.54000000,71.55000000
SSVTUSD,24.16000000,24.21000000
RDNTBTC,0.00000666,0.00000667
RDNTUSDT,0.27850000,0.27860000
RDNTTUSD,0.27880000,0.27940000
ARBRUB,0.00000000,0.00000000
JOETRY,19.55000000,19.58000000
MAGICTRY,27.50000000,27.53000000
USDTPLN,4.03700000,4.03800000
ACHTRY,0.59730000,0.59810000
XVSTRY,282.80000000,283.20000000
EGLDRON,298.80000000,299.70000000
USDTRON,4.63500000,4.63600000
USDTARS,1004.30000000,1004.70000000
DOGETUSD,0.09630000,0.09636000
WBTCUSDT,41726.60000000,41753.37000000
EDUUSDT,0.71007000,0.71008000
EDUTUSD,0.71031000,0.71146000
EDUBNB,0.00283500,0.00284210
EDUBTC,0.00001698,0.00001700
EDUEUR,0.00000000,0.00000000
EDUTRY,20.71000000,20.74000000
SUIUSDT,0.64580000,0.64590000
SUITUSD,0.64620000,0.64680000
SUIBTC,0.00001545,0.00001546
SUIBNB,0.00257900,0.00258300
SUIEUR,0.59790000,0.60190000
SUITRY,18.85000000,18.87000000
AERGOUSDT,0.15750000,0.15760000
RNDRTRY,117.17000000,117.19000000
